,Elab,x,Q2,obs,target,lepton beam,current,units,value,stat_u,sys_u,*norm_c
681,5.262,0.294,1.429,F2,n/d,e_minus,NC,1,0.397,0.019,0.004,0.017865
682,5.262,0.289,1.429,F2,n/d,e_minus,NC,1,0.377,0.019,0.003,0.016965
683,5.262,0.285,1.429,F2,n/d,e_minus,NC,1,0.442,0.02,0.004,0.01989
684,5.262,0.28,1.429,F2,n/d,e_minus,NC,1,0.391,0.019,0.003,0.017595
685,5.262,0.276,1.428,F2,n/d,e_minus,NC,1,0.4,0.019,0.003,0.018
686,5.262,0.271,1.428,F2,n/d,e_minus,NC,1,0.399,0.02,0.003,0.017955
687,5.262,0.267,1.429,F2,n/d,e_minus,NC,1,0.423,0.02,0.003,0.019035
688,5.262,0.262,1.428,F2,n/d,e_minus,NC,1,0.41,0.02,0.003,0.01845
689,5.262,0.258,1.428,F2,n/d,e_minus,NC,1,0.405,0.019,0.003,0.018225
690,5.262,0.254,1.427,F2,n/d,e_minus,NC,1,0.392,0.019,0.003,0.01764
691,5.262,0.25,1.427,F2,n/d,e_minus,NC,1,0.45,0.02,0.003,0.02025
692,5.262,0.245,1.428,F2,n/d,e_minus,NC,1,0.419,0.02,0.003,0.018855
693,5.262,0.241,1.427,F2,n/d,e_minus,NC,1,0.387,0.019,0.003,0.017415
694,5.262,0.238,1.427,F2,n/d,e_minus,NC,1,0.409,0.019,0.003,0.018405
695,5.262,0.234,1.427,F2,n/d,e_minus,NC,1,0.421,0.02,0.003,0.018945
696,5.262,0.231,1.427,F2,n/d,e_minus,NC,1,0.455,0.02,0.003,0.020475
697,5.262,0.229,1.428,F2,n/d,e_minus,NC,1,0.39,0.019,0.003,0.01755
698,5.262,0.225,1.429,F2,n/d,e_minus,NC,1,0.406,0.019,0.003,0.01827
699,5.262,0.222,1.431,F2,n/d,e_minus,NC,1,0.424,0.019,0.003,0.01908
700,5.262,0.218,1.433,F2,n/d,e_minus,NC,1,0.431,0.019,0.003,0.019395
701,5.262,0.215,1.434,F2,n/d,e_minus,NC,1,0.438,0.018,0.003,0.01971
702,5.262,0.211,1.435,F2,n/d,e_minus,NC,1,0.44,0.018,0.003,0.0198
703,5.262,0.208,1.435,F2,n/d,e_minus,NC,1,0.449,0.018,0.003,0.020205
704,5.262,0.206,1.435,F2,n/d,e_minus,NC,1,0.421,0.017,0.002,0.018945
705,5.262,0.203,1.433,F2,n/d,e_minus,NC,1,0.447,0.018,0.003,0.020115
706,5.262,0.823,1.7,F2,n/d,e_minus,NC,1,0.18,0.031,0.021,0.0081
707,5.262,0.804,1.701,F2,n/d,e_minus,NC,1,0.292,0.047,0.031,0.01314
708,5.262,0.788,1.701,F2,n/d,e_minus,NC,1,0.38,0.052,0.037,0.0171
709,5.262,0.77,1.7,F2,n/d,e_minus,NC,1,0.544,0.057,0.048,0.02448
710,5.262,0.755,1.702,F2,n/d,e_minus,NC,1,0.609,0.055,0.05,0.027405
711,5.262,0.74,1.702,F2,n/d,e_minus,NC,1,0.602,0.051,0.046,0.02709
712,5.262,0.725,1.704,F2,n/d,e_minus,NC,1,0.686,0.05,0.049,0.03087
713,5.262,0.71,1.703,F2,n/d,e_minus,NC,1,0.593,0.044,0.039,0.026685
714,5.262,0.694,1.704,F2,n/d,e_minus,NC,1,0.525,0.04,0.032,0.023625
715,5.262,0.68,1.704,F2,n/d,e_minus,NC,1,0.39,0.036,0.022,0.01755
716,5.262,0.668,1.705,F2,n/d,e_minus,NC,1,0.386,0.035,0.021,0.01737
717,5.262,0.652,1.705,F2,n/d,e_minus,NC,1,0.396,0.035,0.02,0.01782
718,5.262,0.639,1.706,F2,n/d,e_minus,NC,1,0.412,0.035,0.019,0.01854
719,5.262,0.626,1.707,F2,n/d,e_minus,NC,1,0.398,0.034,0.018,0.01791
720,5.262,0.617,1.705,F2,n/d,e_minus,NC,1,0.376,0.033,0.016,0.01692
721,5.262,0.603,1.705,F2,n/d,e_minus,NC,1,0.394,0.033,0.016,0.01773
722,5.262,0.59,1.705,F2,n/d,e_minus,NC,1,0.379,0.032,0.014,0.017055
723,5.262,0.579,1.705,F2,n/d,e_minus,NC,1,0.371,0.03,0.013,0.016695
724,5.262,0.568,1.704,F2,n/d,e_minus,NC,1,0.385,0.03,0.013,0.017325
725,5.262,0.557,1.704,F2,n/d,e_minus,NC,1,0.422,0.03,0.013,0.01899
726,5.262,0.546,1.704,F2,n/d,e_minus,NC,1,0.436,0.029,0.013,0.01962
727,5.262,0.535,1.704,F2,n/d,e_minus,NC,1,0.442,0.029,0.013,0.01989
728,5.262,0.526,1.704,F2,n/d,e_minus,NC,1,0.443,0.028,0.012,0.019935
729,5.262,0.516,1.704,F2,n/d,e_minus,NC,1,0.386,0.027,0.01,0.01737
730,5.262,0.506,1.704,F2,n/d,e_minus,NC,1,0.363,0.025,0.009,0.016335
731,5.262,0.496,1.704,F2,n/d,e_minus,NC,1,0.392,0.026,0.009,0.01764
732,5.262,0.487,1.703,F2,n/d,e_minus,NC,1,0.384,0.025,0.009,0.01728
733,5.262,0.478,1.704,F2,n/d,e_minus,NC,1,0.367,0.024,0.008,0.016515
734,5.262,0.469,1.703,F2,n/d,e_minus,NC,1,0.369,0.024,0.008,0.016605
735,5.262,0.461,1.703,F2,n/d,e_minus,NC,1,0.417,0.025,0.008,0.018765
736,5.262,0.453,1.704,F2,n/d,e_minus,NC,1,0.456,0.025,0.009,0.02052
737,5.262,0.444,1.704,F2,n/d,e_minus,NC,1,0.369,0.023,0.007,0.016605
738,5.262,0.437,1.704,F2,n/d,e_minus,NC,1,0.37,0.022,0.007,0.01665
739,5.262,0.429,1.704,F2,n/d,e_minus,NC,1,0.378,0.022,0.007,0.01701
740,5.262,0.422,1.703,F2,n/d,e_minus,NC,1,0.371,0.022,0.006,0.016695
741,5.262,0.413,1.704,F2,n/d,e_minus,NC,1,0.381,0.022,0.006,0.017145
742,5.262,0.407,1.704,F2,n/d,e_minus,NC,1,0.33,0.021,0.005,0.01485
743,5.262,0.4,1.704,F2,n/d,e_minus,NC,1,0.434,0.023,0.007,0.01953
744,5.262,0.393,1.704,F2,n/d,e_minus,NC,1,0.387,0.022,0.006,0.017415
745,5.262,0.387,1.704,F2,n/d,e_minus,NC,1,0.378,0.022,0.005,0.01701
746,5.262,0.381,1.705,F2,n/d,e_minus,NC,1,0.405,0.022,0.006,0.018225
747,5.262,0.373,1.704,F2,n/d,e_minus,NC,1,0.43,0.022,0.006,0.01935
748,5.262,0.367,1.704,F2,n/d,e_minus,NC,1,0.418,0.022,0.005,0.01881
749,5.262,0.361,1.704,F2,n/d,e_minus,NC,1,0.362,0.021,0.005,0.01629
750,5.262,0.355,1.704,F2,n/d,e_minus,NC,1,0.405,0.022,0.005,0.018225
751,5.262,0.348,1.703,F2,n/d,e_minus,NC,1,0.438,0.022,0.005,0.01971
752,5.262,0.343,1.702,F2,n/d,e_minus,NC,1,0.4,0.022,0.005,0.018
753,5.262,0.337,1.703,F2,n/d,e_minus,NC,1,0.428,0.022,0.005,0.01926
754,5.262,0.332,1.704,F2,n/d,e_minus,NC,1,0.394,0.021,0.004,0.01773
755,5.262,0.328,1.704,F2,n/d,e_minus,NC,1,0.416,0.022,0.004,0.01872
756,5.262,0.323,1.704,F2,n/d,e_minus,NC,1,0.428,0.022,0.004,0.01926
757,5.262,0.318,1.704,F2,n/d,e_minus,NC,1,0.436,0.022,0.004,0.01962
758,5.262,0.313,1.705,F2,n/d,e_minus,NC,1,0.44,0.022,0.004,0.0198
759,5.262,0.307,1.705,F2,n/d,e_minus,NC,1,0.431,0.021,0.004,0.019395
760,5.262,0.303,1.707,F2,n/d,e_minus,NC,1,0.401,0.021,0.004,0.018045
761,5.262,0.298,1.707,F2,n/d,e_minus,NC,1,0.414,0.021,0.004,0.01863
762,5.262,0.293,1.707,F2,n/d,e_minus,NC,1,0.444,0.021,0.004,0.01998
763,5.262,0.29,1.708,F2,n/d,e_minus,NC,1,0.414,0.02,0.004,0.01863
764,5.262,0.285,1.709,F2,n/d,e_minus,NC,1,0.406,0.02,0.004,0.01827
765,5.262,0.281,1.709,F2,n/d,e_minus,NC,1,0.419,0.02,0.004,0.018855
766,5.262,0.276,1.71,F2,n/d,e_minus,NC,1,0.399,0.019,0.003,0.017955
767,5.262,0.273,1.71,F2,n/d,e_minus,NC,1,0.42,0.019,0.003,0.0189
768,5.262,0.268,1.71,F2,n/d,e_minus,NC,1,0.407,0.019,0.003,0.018315
769,5.262,0.264,1.71,F2,n/d,e_minus,NC,1,0.451,0.019,0.004,0.020295
770,5.262,0.26,1.71,F2,n/d,e_minus,NC,1,0.391,0.018,0.003,0.017595
771,5.262,0.257,1.709,F2,n/d,e_minus,NC,1,0.424,0.019,0.003,0.01908
772,5.262,0.253,1.708,F2,n/d,e_minus,NC,1,0.431,0.019,0.003,0.019395
773,5.262,0.25,1.708,F2,n/d,e_minus,NC,1,0.452,0.019,0.003,0.02034
774,5.262,0.246,1.708,F2,n/d,e_minus,NC,1,0.427,0.018,0.003,0.019215
775,5.262,0.242,1.708,F2,n/d,e_minus,NC,1,0.419,0.018,0.003,0.018855
776,5.262,0.239,1.707,F2,n/d,e_minus,NC,1,0.44,0.026,0.003,0.0198
777,5.262,0.847,2.032,F2,n/d,e_minus,NC,1,0.149,0.035,0.019,0.006705
778,5.262,0.829,2.032,F2,n/d,e_minus,NC,1,0.297,0.056,0.035,0.013365
779,5.262,0.816,2.032,F2,n/d,e_minus,NC,1,0.447,0.067,0.049,0.020115
780,5.262,0.802,2.032,F2,n/d,e_minus,NC,1,0.503,0.068,0.052,0.022635
781,5.262,0.787,2.031,F2,n/d,e_minus,NC,1,0.534,0.065,0.051,0.02403
782,5.262,0.773,2.032,F2,n/d,e_minus,NC,1,0.495,0.059,0.044,0.022275
783,5.262,0.759,2.031,F2,n/d,e_minus,NC,1,0.563,0.056,0.047,0.025335
784,5.262,0.745,2.032,F2,n/d,e_minus,NC,1,0.613,0.054,0.048,0.027585
785,5.262,0.731,2.031,F2,n/d,e_minus,NC,1,0.522,0.05,0.038,0.02349
786,5.262,0.716,2.032,F2,n/d,e_minus,NC,1,0.476,0.046,0.032,0.02142
787,5.262,0.705,2.033,F2,n/d,e_minus,NC,1,0.357,0.04,0.023,0.016065
788,5.262,0.693,2.031,F2,n/d,e_minus,NC,1,0.387,0.042,0.024,0.017415
789,5.262,0.679,2.035,F2,n/d,e_minus,NC,1,0.339,0.04,0.019,0.015255
790,5.262,0.667,2.033,F2,n/d,e_minus,NC,1,0.369,0.04,0.02,0.016605
791,5.262,0.655,2.033,F2,n/d,e_minus,NC,1,0.415,0.041,0.021,0.018675
792,5.262,0.643,2.034,F2,n/d,e_minus,NC,1,0.337,0.037,0.016,0.015165
793,5.262,0.633,2.035,F2,n/d,e_minus,NC,1,0.387,0.039,0.018,0.017415
794,5.262,0.622,2.033,F2,n/d,e_minus,NC,1,0.319,0.034,0.014,0.014355
795,5.262,0.61,2.033,F2,n/d,e_minus,NC,1,0.405,0.036,0.017,0.018225
796,5.262,0.6,2.033,F2,n/d,e_minus,NC,1,0.436,0.036,0.017,0.01962
797,5.262,0.59,2.032,F2,n/d,e_minus,NC,1,0.405,0.035,0.015,0.018225
798,5.262,0.58,2.034,F2,n/d,e_minus,NC,1,0.45,0.034,0.016,0.02025
799,5.262,0.57,2.034,F2,n/d,e_minus,NC,1,0.377,0.032,0.013,0.016965
800,5.262,0.559,2.032,F2,n/d,e_minus,NC,1,0.336,0.03,0.011,0.01512
801,5.262,0.55,2.034,F2,n/d,e_minus,NC,1,0.368,0.031,0.011,0.01656
802,5.262,0.541,2.033,F2,n/d,e_minus,NC,1,0.381,0.031,0.011,0.017145
803,5.262,0.531,2.033,F2,n/d,e_minus,NC,1,0.385,0.03,0.011,0.017325
804,5.262,0.522,2.033,F2,n/d,e_minus,NC,1,0.441,0.031,0.012,0.019845
805,5.262,0.512,2.034,F2,n/d,e_minus,NC,1,0.393,0.029,0.01,0.017685
806,5.262,0.505,2.035,F2,n/d,e_minus,NC,1,0.385,0.029,0.01,0.017325
807,5.262,0.496,2.033,F2,n/d,e_minus,NC,1,0.427,0.029,0.01,0.019215
808,5.262,0.489,2.033,F2,n/d,e_minus,NC,1,0.348,0.026,0.008,0.01566
809,5.262,0.481,2.033,F2,n/d,e_minus,NC,1,0.388,0.027,0.009,0.01746
810,5.262,0.473,2.033,F2,n/d,e_minus,NC,1,0.414,0.027,0.009,0.01863
811,5.262,0.464,2.033,F2,n/d,e_minus,NC,1,0.379,0.026,0.008,0.017055
812,5.262,0.457,2.033,F2,n/d,e_minus,NC,1,0.384,0.026,0.008,0.01728
813,5.262,0.45,2.033,F2,n/d,e_minus,NC,1,0.395,0.026,0.008,0.017775
814,5.262,0.443,2.034,F2,n/d,e_minus,NC,1,0.364,0.025,0.007,0.01638
815,5.262,0.436,2.033,F2,n/d,e_minus,NC,1,0.397,0.026,0.007,0.017865
816,5.262,0.429,2.033,F2,n/d,e_minus,NC,1,0.409,0.026,0.007,0.018405
817,5.262,0.422,2.034,F2,n/d,e_minus,NC,1,0.409,0.026,0.007,0.018405
818,5.262,0.416,2.034,F2,n/d,e_minus,NC,1,0.432,0.026,0.007,0.01944
819,5.262,0.41,2.035,F2,n/d,e_minus,NC,1,0.437,0.026,0.007,0.019665
820,5.262,0.403,2.037,F2,n/d,e_minus,NC,1,0.377,0.024,0.006,0.016965
821,5.262,0.397,2.038,F2,n/d,e_minus,NC,1,0.389,0.024,0.006,0.017505
822,5.262,0.392,2.039,F2,n/d,e_minus,NC,1,0.376,0.024,0.005,0.01692
823,5.262,0.386,2.04,F2,n/d,e_minus,NC,1,0.446,0.025,0.006,0.02007
824,5.262,0.379,2.041,F2,n/d,e_minus,NC,1,0.418,0.024,0.006,0.01881
825,5.262,0.374,2.041,F2,n/d,e_minus,NC,1,0.359,0.023,0.005,0.016155
826,5.262,0.368,2.041,F2,n/d,e_minus,NC,1,0.439,0.024,0.006,0.019755
827,5.262,0.363,2.042,F2,n/d,e_minus,NC,1,0.389,0.023,0.005,0.017505
828,5.262,0.357,2.041,F2,n/d,e_minus,NC,1,0.418,0.023,0.005,0.01881
829,5.262,0.351,2.04,F2,n/d,e_minus,NC,1,0.386,0.023,0.005,0.01737
830,5.262,0.347,2.039,F2,n/d,e_minus,NC,1,0.388,0.022,0.004,0.01746
831,5.262,0.342,2.039,F2,n/d,e_minus,NC,1,0.401,0.022,0.005,0.018045
832,5.262,0.336,2.039,F2,n/d,e_minus,NC,1,0.413,0.022,0.005,0.018585
833,5.262,0.331,2.04,F2,n/d,e_minus,NC,1,0.389,0.022,0.004,0.017505
834,5.262,0.326,2.04,F2,n/d,e_minus,NC,1,0.396,0.022,0.004,0.01782
835,5.262,0.322,2.04,F2,n/d,e_minus,NC,1,0.373,0.021,0.004,0.016785
836,5.262,0.318,2.04,F2,n/d,e_minus,NC,1,0.409,0.022,0.004,0.018405
837,5.262,0.313,2.039,F2,n/d,e_minus,NC,1,0.409,0.022,0.004,0.018405
838,5.262,0.307,2.037,F2,n/d,e_minus,NC,1,0.406,0.022,0.004,0.01827
839,5.262,0.304,2.036,F2,n/d,e_minus,NC,1,0.41,0.022,0.004,0.01845
840,5.262,0.3,2.036,F2,n/d,e_minus,NC,1,0.452,0.022,0.004,0.02034
841,5.262,0.296,2.034,F2,n/d,e_minus,NC,1,0.42,0.022,0.004,0.0189
842,5.262,0.291,2.034,F2,n/d,e_minus,NC,1,0.463,0.023,0.004,0.020835
843,5.262,0.287,2.033,F2,n/d,e_minus,NC,1,0.429,0.023,0.004,0.019305
844,5.262,0.282,2.034,F2,n/d,e_minus,NC,1,0.382,0.032,0.003,0.01719
845,5.262,0.868,2.42,F2,n/d,e_minus,NC,1,0.222,0.048,0.032,0.00999
846,5.262,0.854,2.421,F2,n/d,e_minus,NC,1,0.23,0.063,0.031,0.01035
847,5.262,0.84,2.419,F2,n/d,e_minus,NC,1,0.373,0.08,0.047,0.016785
848,5.262,0.83,2.417,F2,n/d,e_minus,NC,1,0.534,0.089,0.063,0.02403
849,5.262,0.815,2.415,F2,n/d,e_minus,NC,1,0.529,0.08,0.059,0.023805
850,5.262,0.801,2.417,F2,n/d,e_minus,NC,1,0.773,0.089,0.08,0.034785
851,5.262,0.788,2.416,F2,n/d,e_minus,NC,1,0.531,0.072,0.052,0.023895
852,5.262,0.777,2.42,F2,n/d,e_minus,NC,1,0.523,0.066,0.048,0.023535
853,5.262,0.764,2.416,F2,n/d,e_minus,NC,1,0.492,0.063,0.042,0.02214
854,5.262,0.751,2.416,F2,n/d,e_minus,NC,1,0.388,0.055,0.031,0.01746
855,5.262,0.739,2.417,F2,n/d,e_minus,NC,1,0.368,0.051,0.028,0.01656
856,5.262,0.727,2.418,F2,n/d,e_minus,NC,1,0.349,0.051,0.025,0.015705
857,5.262,0.717,2.419,F2,n/d,e_minus,NC,1,0.272,0.047,0.019,0.01224
858,5.262,0.705,2.417,F2,n/d,e_minus,NC,1,0.343,0.05,0.022,0.015435
859,5.262,0.693,2.418,F2,n/d,e_minus,NC,1,0.302,0.047,0.019,0.01359
860,5.262,0.683,2.422,F2,n/d,e_minus,NC,1,0.33,0.046,0.019,0.01485
861,5.262,0.675,2.417,F2,n/d,e_minus,NC,1,0.29,0.045,0.016,0.01305
862,5.262,0.66,2.419,F2,n/d,e_minus,NC,1,0.315,0.044,0.017,0.014175
863,5.262,0.651,2.419,F2,n/d,e_minus,NC,1,0.393,0.046,0.02,0.017685
864,5.262,0.642,2.421,F2,n/d,e_minus,NC,1,0.443,0.047,0.021,0.019935
865,5.262,0.632,2.422,F2,n/d,e_minus,NC,1,0.489,0.047,0.022,0.022005
866,5.262,0.621,2.421,F2,n/d,e_minus,NC,1,0.353,0.04,0.015,0.015885
867,5.262,0.613,2.424,F2,n/d,e_minus,NC,1,0.428,0.041,0.018,0.01926
868,5.262,0.602,2.422,F2,n/d,e_minus,NC,1,0.396,0.039,0.016,0.01782
869,5.262,0.593,2.423,F2,n/d,e_minus,NC,1,0.343,0.038,0.013,0.015435
870,5.262,0.584,2.424,F2,n/d,e_minus,NC,1,0.35,0.036,0.013,0.01575
871,5.262,0.576,2.426,F2,n/d,e_minus,NC,1,0.33,0.035,0.012,0.01485
872,5.262,0.565,2.427,F2,n/d,e_minus,NC,1,0.394,0.037,0.013,0.01773
873,5.262,0.559,2.427,F2,n/d,e_minus,NC,1,0.394,0.036,0.013,0.01773
874,5.262,0.548,2.428,F2,n/d,e_minus,NC,1,0.356,0.034,0.011,0.01602
875,5.262,0.542,2.428,F2,n/d,e_minus,NC,1,0.388,0.033,0.012,0.01746
876,5.262,0.532,2.43,F2,n/d,e_minus,NC,1,0.415,0.033,0.012,0.018675
877,5.262,0.525,2.43,F2,n/d,e_minus,NC,1,0.402,0.032,0.011,0.01809
878,5.262,0.518,2.429,F2,n/d,e_minus,NC,1,0.387,0.031,0.01,0.017415
879,5.262,0.509,2.43,F2,n/d,e_minus,NC,1,0.394,0.031,0.01,0.01773
880,5.262,0.502,2.429,F2,n/d,e_minus,NC,1,0.386,0.03,0.009,0.01737
881,5.262,0.495,2.428,F2,n/d,e_minus,NC,1,0.388,0.03,0.009,0.01746
882,5.262,0.488,2.428,F2,n/d,e_minus,NC,1,0.396,0.03,0.009,0.01782
883,5.262,0.48,2.429,F2,n/d,e_minus,NC,1,0.34,0.028,0.008,0.0153
884,5.262,0.474,2.427,F2,n/d,e_minus,NC,1,0.356,0.029,0.008,0.01602
885,5.262,0.466,2.428,F2,n/d,e_minus,NC,1,0.428,0.03,0.009,0.01926
886,5.262,0.457,2.427,F2,n/d,e_minus,NC,1,0.414,0.029,0.008,0.01863
887,5.262,0.452,2.428,F2,n/d,e_minus,NC,1,0.405,0.029,0.008,0.018225
888,5.262,0.445,2.428,F2,n/d,e_minus,NC,1,0.396,0.028,0.007,0.01782
889,5.262,0.438,2.427,F2,n/d,e_minus,NC,1,0.43,0.029,0.008,0.01935
890,5.262,0.432,2.429,F2,n/d,e_minus,NC,1,0.391,0.027,0.007,0.017595
891,5.262,0.426,2.428,F2,n/d,e_minus,NC,1,0.42,0.028,0.007,0.0189
892,5.262,0.422,2.429,F2,n/d,e_minus,NC,1,0.4,0.027,0.007,0.018
893,5.262,0.415,2.428,F2,n/d,e_minus,NC,1,0.475,0.029,0.008,0.021375
894,5.262,0.409,2.427,F2,n/d,e_minus,NC,1,0.447,0.028,0.007,0.020115
895,5.262,0.402,2.427,F2,n/d,e_minus,NC,1,0.372,0.026,0.006,0.01674
896,5.262,0.396,2.426,F2,n/d,e_minus,NC,1,0.394,0.026,0.006,0.01773
897,5.262,0.391,2.425,F2,n/d,e_minus,NC,1,0.411,0.026,0.006,0.018495
898,5.262,0.387,2.422,F2,n/d,e_minus,NC,1,0.415,0.027,0.006,0.018675
899,5.262,0.381,2.423,F2,n/d,e_minus,NC,1,0.431,0.027,0.006,0.019395
900,5.262,0.375,2.423,F2,n/d,e_minus,NC,1,0.378,0.026,0.005,0.01701
901,5.262,0.371,2.424,F2,n/d,e_minus,NC,1,0.392,0.026,0.005,0.01764
902,5.262,0.366,2.424,F2,n/d,e_minus,NC,1,0.41,0.027,0.005,0.01845
903,5.262,0.36,2.423,F2,n/d,e_minus,NC,1,0.4,0.027,0.005,0.018
904,5.262,0.355,2.423,F2,n/d,e_minus,NC,1,0.444,0.028,0.005,0.01998
905,5.262,0.35,2.422,F2,n/d,e_minus,NC,1,0.434,0.028,0.005,0.01953
906,5.262,0.344,2.419,F2,n/d,e_minus,NC,1,0.461,0.029,0.005,0.020745
907,5.262,0.339,2.417,F2,n/d,e_minus,NC,1,0.427,0.03,0.005,0.019215
908,5.262,0.335,2.415,F2,n/d,e_minus,NC,1,0.397,0.031,0.004,0.017865
909,5.262,0.886,2.889,F2,n/d,e_minus,NC,1,0.151,0.054,0.024,0.006795
910,5.262,0.877,2.889,F2,n/d,e_minus,NC,1,0.279,0.084,0.042,0.012555
911,5.262,0.863,2.891,F2,n/d,e_minus,NC,1,0.417,0.107,0.058,0.018765
912,5.262,0.853,2.886,F2,n/d,e_minus,NC,1,0.383,0.101,0.052,0.017235
913,5.262,0.841,2.889,F2,n/d,e_minus,NC,1,0.508,0.107,0.063,0.02286
914,5.262,0.827,2.888,F2,n/d,e_minus,NC,1,0.545,0.103,0.063,0.024525
915,5.262,0.818,2.89,F2,n/d,e_minus,NC,1,0.615,0.099,0.069,0.027675
916,5.262,0.807,2.886,F2,n/d,e_minus,NC,1,0.527,0.091,0.056,0.023715
917,5.262,0.794,2.889,F2,n/d,e_minus,NC,1,0.489,0.081,0.049,0.022005
918,5.262,0.783,2.887,F2,n/d,e_minus,NC,1,0.396,0.071,0.038,0.01782
919,5.262,0.771,2.888,F2,n/d,e_minus,NC,1,0.347,0.064,0.031,0.015615
920,5.262,0.76,2.887,F2,n/d,e_minus,NC,1,0.541,0.077,0.047,0.024345
921,5.262,0.752,2.888,F2,n/d,e_minus,NC,1,0.309,0.062,0.025,0.013905
922,5.262,0.739,2.888,F2,n/d,e_minus,NC,1,0.301,0.059,0.023,0.013545
923,5.262,0.73,2.89,F2,n/d,e_minus,NC,1,0.411,0.064,0.03,0.018495
924,5.262,0.72,2.888,F2,n/d,e_minus,NC,1,0.23,0.051,0.016,0.01035
925,5.262,0.712,2.889,F2,n/d,e_minus,NC,1,0.344,0.057,0.023,0.01548
926,5.262,0.701,2.888,F2,n/d,e_minus,NC,1,0.471,0.061,0.03,0.021195
927,5.262,0.69,2.887,F2,n/d,e_minus,NC,1,0.286,0.05,0.017,0.01287
928,5.262,0.68,2.888,F2,n/d,e_minus,NC,1,0.413,0.055,0.024,0.018585
929,5.262,0.668,2.886,F2,n/d,e_minus,NC,1,0.473,0.056,0.026,0.021285
930,5.262,0.662,2.887,F2,n/d,e_minus,NC,1,0.408,0.053,0.022,0.01836
931,5.262,0.654,2.886,F2,n/d,e_minus,NC,1,0.364,0.047,0.019,0.01638
932,5.262,0.643,2.888,F2,n/d,e_minus,NC,1,0.371,0.047,0.018,0.016695
933,5.262,0.637,2.889,F2,n/d,e_minus,NC,1,0.414,0.048,0.02,0.01863
934,5.262,0.626,2.891,F2,n/d,e_minus,NC,1,0.386,0.046,0.017,0.01737
935,5.262,0.615,2.891,F2,n/d,e_minus,NC,1,0.476,0.049,0.02,0.02142
936,5.262,0.609,2.888,F2,n/d,e_minus,NC,1,0.362,0.045,0.015,0.01629
937,5.262,0.601,2.888,F2,n/d,e_minus,NC,1,0.386,0.043,0.015,0.01737
938,5.262,0.591,2.89,F2,n/d,e_minus,NC,1,0.413,0.044,0.015,0.018585
939,5.262,0.586,2.89,F2,n/d,e_minus,NC,1,0.348,0.039,0.013,0.01566
940,5.262,0.576,2.891,F2,n/d,e_minus,NC,1,0.347,0.038,0.012,0.015615
941,5.262,0.567,2.888,F2,n/d,e_minus,NC,1,0.314,0.036,0.011,0.01413
942,5.262,0.561,2.891,F2,n/d,e_minus,NC,1,0.396,0.038,0.013,0.01782
943,5.262,0.55,2.89,F2,n/d,e_minus,NC,1,0.35,0.035,0.011,0.01575
944,5.262,0.545,2.889,F2,n/d,e_minus,NC,1,0.331,0.034,0.01,0.014895
945,5.262,0.538,2.889,F2,n/d,e_minus,NC,1,0.407,0.037,0.012,0.018315
946,5.262,0.53,2.887,F2,n/d,e_minus,NC,1,0.369,0.036,0.01,0.016605
947,5.262,0.522,2.887,F2,n/d,e_minus,NC,1,0.369,0.036,0.01,0.016605
948,5.262,0.516,2.887,F2,n/d,e_minus,NC,1,0.431,0.037,0.011,0.019395
949,5.262,0.51,2.886,F2,n/d,e_minus,NC,1,0.379,0.035,0.01,0.017055
950,5.262,0.502,2.887,F2,n/d,e_minus,NC,1,0.415,0.036,0.01,0.018675
951,5.262,0.495,2.888,F2,n/d,e_minus,NC,1,0.442,0.037,0.011,0.01989
952,5.262,0.489,2.89,F2,n/d,e_minus,NC,1,0.353,0.034,0.008,0.015885
953,5.262,0.484,2.888,F2,n/d,e_minus,NC,1,0.364,0.034,0.008,0.01638
954,5.262,0.475,2.887,F2,n/d,e_minus,NC,1,0.372,0.034,0.008,0.01674
955,5.262,0.468,2.886,F2,n/d,e_minus,NC,1,0.417,0.035,0.009,0.018765
956,5.262,0.463,2.885,F2,n/d,e_minus,NC,1,0.42,0.036,0.009,0.0189
957,5.262,0.456,2.885,F2,n/d,e_minus,NC,1,0.351,0.034,0.007,0.015795
958,5.262,0.451,2.88,F2,n/d,e_minus,NC,1,0.375,0.035,0.007,0.016875
959,5.262,0.444,2.877,F2,n/d,e_minus,NC,1,0.432,0.037,0.008,0.01944
960,5.262,0.439,2.879,F2,n/d,e_minus,NC,1,0.375,0.036,0.007,0.016875
961,5.262,0.432,2.874,F2,n/d,e_minus,NC,1,0.407,0.037,0.007,0.018315
962,5.262,0.427,2.872,F2,n/d,e_minus,NC,1,0.398,0.037,0.007,0.01791
963,5.262,0.422,2.87,F2,n/d,e_minus,NC,1,0.407,0.039,0.007,0.018315
964,5.262,0.416,2.87,F2,n/d,e_minus,NC,1,0.407,0.039,0.007,0.018315
965,5.262,0.41,2.871,F2,n/d,e_minus,NC,1,0.372,0.039,0.006,0.01674
966,5.262,0.406,2.873,F2,n/d,e_minus,NC,1,0.367,0.041,0.006,0.016515
967,5.262,0.399,2.873,F2,n/d,e_minus,NC,1,0.302,0.04,0.005,0.01359
968,5.262,0.895,3.446,F2,n/d,e_minus,NC,1,0.413,0.128,0.067,0.018585
969,5.262,0.881,3.434,F2,n/d,e_minus,NC,1,0.467,0.143,0.071,0.021015
970,5.262,0.874,3.439,F2,n/d,e_minus,NC,1,0.437,0.139,0.065,0.019665
