,x,Q2,y,sigma_p(b/GeV2) !!,Elab,obs,target,curent,lepton beam,units,%dE,%dE',%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,F2,dFstat,dFsyst,%*norm_c,*epsilon,value,%*dST_u
197,0.2264,11.47,0.139,2.592e-09,200,sig_r,p,mu,nc,1,1.3,-0.6,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,0.0,1.1,0.0,0.7,0.086,0.3361,0.0141,0.0067,2.5,0.988740653968303,0.335800038828559,4.19518000595061
198,0.2263,14.9,0.18,1.363e-09,200,sig_r,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.0,1.4,0.1,0.7,0.074,0.3083,0.0114,0.0061,2.5,0.9804060926604,0.307883487918436,3.69769704832955
199,0.2254,19.53,0.236,7.905e-10,200,sig_r,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.8,0.0,0.0,0.0,-0.2,0.0,1.7,0.1,0.7,0.065,0.3206,0.0119,0.0067,2.5,0.964528804395335,0.319905555653958,3.7117903930131
200,0.2258,26.32,0.316,4.192e-10,200,sig_r,p,mu,nc,1,0.8,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.8,0.056,0.3309,0.0196,0.0076,2.5,0.931538600380771,0.329698116532039,5.92323964944092
201,0.2776,11.62,0.115,1.688e-09,200,sig_r,p,mu,nc,1,1.1,-0.4,0.0,0.0,1.0,0.0,0.0,0.0,-0.4,0.0,1.3,0.0,0.7,0.077,0.273,0.0153,0.0052,2.5,0.992421371837964,0.272851868608986,5.6043956043956
202,0.2755,14.82,0.147,1.078e-09,200,sig_r,p,mu,nc,1,1.0,-0.2,0.0,0.0,0.8,0.0,0.0,0.0,-0.2,0.0,1.5,0.0,0.7,0.066,0.2885,0.0133,0.0056,2.5,0.987278867260945,0.288272553140463,4.61005199306759
203,0.276,19.59,0.193,5.764e-10,200,sig_r,p,mu,nc,1,0.8,-0.1,0.0,0.0,0.7,0.0,0.0,0.0,-0.1,0.0,1.7,0.1,0.7,0.057,0.2804,0.0122,0.0057,2.5,0.977148719367801,0.280054233423311,4.3509272467903
204,0.2764,26.49,0.26,2.869e-10,200,sig_r,p,mu,nc,1,0.7,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,1.9,0.2,0.8,0.049,0.2705,0.0184,0.0059,2.5,0.955900977183327,0.269942478472374,6.80221811460259
205,0.2763,33.92,0.33,2.037e-10,200,sig_r,p,mu,nc,1,0.6,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,2.1,0.4,0.8,0.043,0.3336,0.0377,0.0079,2.5,0.924276421283273,0.332558099889483,11.3009592326139
206,0.3421,15.02,0.121,6.364e-10,200,sig_r,p,mu,nc,1,0.3,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,1.9,0.0,0.7,0.059,0.2152,0.0091,0.0045,2.5,0.991529638720044,0.215098258718471,4.22862453531599
207,0.3467,19.65,0.155,3.667e-10,200,sig_r,p,mu,nc,1,0.4,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,1.8,0.1,0.7,0.05,0.2214,0.0086,0.0046,2.5,0.985698728285681,0.221249042397045,3.8843721770551
208,0.3473,26.2,0.205,1.848e-10,200,sig_r,p,mu,nc,1,0.4,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,2.0,0.1,0.7,0.042,0.207,0.0112,0.0046,2.5,0.973853686627112,0.206781670227666,5.41062801932367
209,0.3494,34.49,0.267,1.17e-10,200,sig_r,p,mu,nc,1,0.4,0.5,0.0,0.0,-2.2,0.0,0.0,0.0,0.5,0.0,2.3,0.2,0.8,0.037,0.241,0.0206,0.0062,2.5,0.953079075426695,0.240596276843668,8.54771784232365
210,0.4554,20.05,0.121,1.789e-10,200,sig_r,p,mu,nc,1,-2.2,3.2,0.0,0.0,-1.5,0.0,0.0,0.0,3.2,0.0,1.5,0.0,0.7,0.044,0.1462,0.0072,0.0061,2.5,0.991459009797058,0.146147255379928,4.92476060191518
211,0.4745,26.22,0.152,8.466e-11,200,sig_r,p,mu,nc,1,-1.5,2.7,0.0,0.0,-1.0,0.0,0.0,0.0,2.7,0.0,1.8,0.1,0.7,0.037,0.1268,0.0075,0.0046,2.5,0.986181771972045,0.126737359164117,5.91482649842271
212,0.4769,34.8,0.2,3.899e-11,200,sig_r,p,mu,nc,1,-1.0,2.2,0.0,0.0,0.0,0.6,0.0,0.0,2.2,0.0,3.0,0.1,0.7,0.031,0.1077,0.0103,0.0042,2.5,0.975085876611983,0.107619200103148,9.5636025998143
213,0.0037,1.27,0.669,8.521e-06,280,sig_r,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,2.5,1.7,3.7,0.537,0.3389,0.0069,0.0164,2.5,0.596620706916914,0.29113722899511,2.03599881971083
214,0.005,1.71,0.672,3.769e-06,280,sig_r,p,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.6,1.5,3.4,0.537,0.3606,0.0069,0.0147,2.5,0.592264456132033,0.309229906233118,1.9134775374376
215,0.0056,2.15,0.738,2.284e-06,280,sig_r,p,mu,nc,1,0.4,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.9,1.6,3.2,0.537,0.3984,0.0151,0.0147,2.5,0.490321908045764,0.327455013028402,3.79016064257028
216,0.0073,1.81,0.487,2.638e-06,280,sig_r,p,mu,nc,1,0.7,-0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,1.2,0.7,3.3,0.337,0.3484,0.0091,0.0127,2.5,0.812226298148863,0.33191009697559,2.61194029850746
217,0.0079,2.44,0.606,1.346e-06,280,sig_r,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,1.5,1.0,3.0,0.337,0.3849,0.005,0.0138,2.5,0.682089049021448,0.354056757281093,1.2990387113536
218,0.009,3.37,0.733,6.304e-07,280,sig_r,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,1.4,1.6,2.5,0.337,0.4113,0.008,0.014,2.5,0.498434871558797,0.359300969991412,1.94505227327984
219,0.0121,2.55,0.413,9.029e-07,280,sig_r,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.3,1.0,0.4,2.9,0.246,0.3689,0.0071,0.012,2.5,0.873119592905621,0.35965875515081,1.92464082407156
220,0.0123,3.47,0.552,4.692e-07,280,sig_r,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.7,0.9,2.8,0.246,0.4012,0.0062,0.0123,2.5,0.746196695013848,0.381095798826782,1.54536390827517
221,0.0125,4.45,0.695,2.685e-07,280,sig_r,p,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.5,2.1,2.1,0.246,0.4154,0.0063,0.0142,2.5,0.558043761633158,0.379152610482643,1.51661049590756
222,0.0139,5.38,0.754,1.761e-07,280,sig_r,p,mu,nc,1,0.4,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,2.2,2.5,1.9,0.246,0.4469,0.0112,0.0174,2.5,0.463877746834635,0.399594920887881,2.50615350190199
223,0.0173,2.59,0.294,6.514e-07,280,sig_r,p,mu,nc,1,1.0,-0.5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.5,1.2,0.2,2.7,0.19,0.3523,0.0109,0.0113,2.5,0.94229444397925,0.349053971487591,3.09395401646324
224,0.0173,3.49,0.393,3.537e-07,280,sig_r,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.8,0.4,2.6,0.19,0.3804,0.0079,0.0111,2.5,0.887105034584195,0.373542991523914,2.07676130389064
225,0.0174,4.46,0.501,2.147e-07,280,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.4,1.1,2.6,0.19,0.4125,0.0085,0.012,2.5,0.798997622525971,0.399261249367464,2.06060606060606
226,0.0168,5.6,0.658,1.326e-07,280,sig_r,p,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.9,2.2,1.5,0.19,0.4242,0.0105,0.0139,2.5,0.612322704264883,0.397941679681993,2.47524752475248
227,0.018,6.73,0.727,8.394e-08,280,sig_r,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.1,2.1,2.3,1.7,0.19,0.424,0.0072,0.015,2.5,0.508069370186604,0.390695972684703,1.69811320754717
228,0.0245,3.49,0.28,2.693e-07,280,sig_r,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,0.9,0.2,2.5,0.099,0.3716,0.0084,0.011,2.5,0.948338141836875,0.369870558504408,2.26049515608181
229,0.0245,4.48,0.359,1.609e-07,280,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.3,0.6,0.5,2.4,0.099,0.391,0.0076,0.0105,2.5,0.908613460800029,0.387781025685263,1.94373401534527
230,0.0246,5.47,0.435,1.063e-07,280,sig_r,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,0.3,0.8,2.4,0.099,0.4107,0.0082,0.0109,2.5,0.856514419538665,0.405391266685225,1.99659118578038
231,0.0236,7.22,0.605,5.878e-08,280,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.7,1.4,1.3,0.099,0.421,0.0068,0.0111,2.5,0.68330917625731,0.40898894899005,1.61520190023753
232,0.0253,8.88,0.684,3.691e-08,280,sig_r,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,2.0,1.7,1.5,0.099,0.4441,0.0064,0.0136,2.5,0.574539603043576,0.427078226385501,1.44111686557082
233,0.0279,10.79,0.745,2.388e-08,280,sig_r,p,mu,nc,1,0.4,0.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.1,2.1,2.1,1.9,0.099,0.4713,0.0117,0.0168,2.5,0.478766451958725,0.449169158087639,2.48249522597072
234,0.0347,4.48,0.253,1.307e-07,280,sig_r,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.7,0.2,2.2,0.108,0.4139,0.0109,0.011,2.5,0.958880232394981,0.412240943761099,2.63348634935975
235,0.0348,5.49,0.308,7.965e-08,280,sig_r,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.4,0.5,0.3,2.2,0.108,0.3969,0.0102,0.01,2.5,0.935807634807393,0.394416436210287,2.56991685563114
236,0.0348,6.86,0.383,4.857e-08,280,sig_r,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,0.4,0.5,2.2,0.108,0.4027,0.0091,0.0097,2.5,0.893696662152954,0.398527108906691,2.25974670970946
237,0.0345,9.03,0.512,2.692e-08,280,sig_r,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,1.3,0.9,1.3,0.108,0.4221,0.0079,0.0094,2.5,0.788193472823146,0.413384957076618,1.87159440890784
238,0.0348,11.44,0.641,1.61e-08,280,sig_r,p,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.7,1.6,1.4,0.108,0.4406,0.0063,0.0123,2.5,0.635922337643576,0.424962830105387,1.42986836132547
239,0.0369,14.1,0.735,1.009e-08,280,sig_r,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.1,2.0,2.2,1.7,0.108,0.4566,0.0109,0.0157,2.5,0.495097344632657,0.434126688956687,2.38720981165134
240,0.0469,5.53,0.232,6.014e-08,280,sig_r,p,mu,nc,1,1.2,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.5,0.2,2.1,0.117,0.3872,0.011,0.0099,2.5,0.966101065167424,0.385825000669051,2.84090909090909
241,0.0493,6.93,0.276,3.569e-08,280,sig_r,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.4,0.2,2.0,0.117,0.394,0.0072,0.0094,2.5,0.949964976821858,0.391934868640067,1.82741116751269
242,0.049,8.99,0.361,2.018e-08,280,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.6,0.4,1.5,0.117,0.4008,0.0076,0.0078,2.5,0.907385916694583,0.396911508381419,1.89620758483034
243,0.0487,11.57,0.469,1.196e-08,280,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,1.2,0.8,1.0,0.117,0.4257,0.006,0.0081,2.5,0.82831310152809,0.418043674154995,1.40944326990839
244,0.0494,14.87,0.589,6.673e-09,280,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.4,1.4,1.3,0.117,0.4317,0.0053,0.0106,2.5,0.703074450989173,0.418272012407736,1.22770442436877
245,0.0529,18.9,0.69,3.886e-09,280,sig_r,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.1,1.7,2.1,1.6,0.117,0.4567,0.0081,0.0145,2.5,0.565469669733887,0.435910791600164,1.77359316838187
246,0.0663,7.32,0.217,2.366e-08,280,sig_r,p,mu,nc,1,1.3,-0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,0.4,0.1,1.9,0.113,0.3753,0.0137,0.0091,2.5,0.970751147702862,0.374185346585021,3.65041300293099
247,0.0699,8.93,0.249,1.526e-08,280,sig_r,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,0.5,0.2,1.9,0.113,0.39,0.011,0.0089,2.5,0.960286060372341,0.388427303095226,2.82051282051282
248,0.0696,11.47,0.323,9.131e-09,280,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.7,0.4,1.1,0.113,0.4086,0.0085,0.007,2.5,0.928363174050375,0.405627812469833,2.08027410670582
249,0.0694,15.01,0.424,4.984e-09,280,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,1.1,0.7,0.9,0.113,0.4135,0.0066,0.007,2.5,0.864876286185916,0.407826520526072,1.59613059250302
250,0.0699,19.65,0.547,2.72e-09,280,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.4,1.3,1.2,0.113,0.4269,0.0061,0.0098,2.5,0.751554707216811,0.416130349611055,1.42890606699461
251,0.0716,25.56,0.689,1.615e-09,280,sig_r,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.1,1.7,2.2,1.5,0.113,0.4746,0.0139,0.0154,2.5,0.5669122569125,0.45372820747346,2.92878213232195
252,0.0863,9.35,0.213,1.039e-08,280,sig_r,p,mu,nc,1,1.2,-0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,0.7,0.1,1.9,0.096,0.3505,0.0188,0.0085,2.5,0.971910920087237,0.349637462753051,5.36376604850214
253,0.0897,11.49,0.25,7.467e-09,280,sig_r,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.9,0.2,1.2,0.096,0.4088,0.0103,0.0078,2.5,0.959908084310638,0.407364178131793,2.51956947162427
254,0.0897,14.97,0.326,4.005e-09,280,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,1.2,0.4,0.7,0.096,0.3964,0.0084,0.0069,2.5,0.926795219837876,0.39385783683162,2.11907164480323
255,0.0895,19.88,0.433,2.113e-09,280,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,1.5,0.7,0.9,0.096,0.402,0.0067,0.0082,2.5,0.85794466632592,0.396997185583272,1.66666666666667
256,0.0903,26.07,0.558,1.126e-09,280,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.9,1.4,1.2,0.096,0.4068,0.0084,0.0108,2.5,0.739281777115466,0.397508461130967,2.06489675516224
257,0.1095,11.8,0.212,5.347e-09,280,sig_r,p,mu,nc,1,1.2,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,1.1,0.1,1.0,0.043,0.3664,0.0132,0.0075,2.5,0.972181385222807,0.365979666851466,3.60262008733624
258,0.1097,14.93,0.265,3.404e-09,280,sig_r,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.4,1.3,0.2,0.8,0.043,0.3908,0.0103,0.0075,2.5,0.954285198036231,0.390063324007304,2.63561924257932
259,0.1097,19.86,0.353,1.755e-09,280,sig_r,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,1.7,0.4,0.7,0.043,0.3832,0.0074,0.0077,2.5,0.911990429219145,0.381809338226034,1.93110647181628
260,0.11,26.38,0.465,8.933e-10,280,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,2.0,0.7,1.0,0.043,0.376,0.0078,0.0091,2.5,0.831652193985308,0.37338987410868,2.07446808510638
261,0.1106,34.5,0.601,5.462e-10,280,sig_r,p,mu,nc,1,0.6,0.1,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.1,2.3,1.4,1.3,0.043,0.4316,0.017,0.0131,2.5,0.68808479140593,0.426048665847919,3.93883225208526
262,0.1391,11.77,0.167,4.294e-09,280,sig_r,p,mu,nc,1,1.4,-0.8,0.0,0.0,0.0,1.2,0.0,0.0,0.0,-0.8,1.1,0.1,1.1,0.113,0.362,0.0219,0.0079,2.5,0.983447625513046,0.361391381387983,6.04972375690608
263,0.1374,15.03,0.215,2.717e-09,280,sig_r,p,mu,nc,1,1.2,-0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,1.4,0.1,0.7,0.101,0.3834,0.0089,0.0079,2.5,0.971282490693697,0.382389638312704,2.32133541992697
264,0.1389,19.89,0.28,1.389e-09,280,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.3,1.7,0.2,0.6,0.089,0.3664,0.006,0.0078,2.5,0.948203945813642,0.364848586665497,1.63755458515284
265,0.1394,26.63,0.373,7.308e-10,280,sig_r,p,mu,nc,1,0.8,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,2.1,0.4,0.8,0.08,0.3746,0.006,0.009,2.5,0.899900391110972,0.371821731351329,1.60170848905499
266,0.1401,35.24,0.489,3.687e-10,280,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,2.4,0.9,1.0,0.073,0.3639,0.01,0.0103,2.5,0.810067548279282,0.35919654886673,2.74800769442154
267,0.179,15.07,0.165,1.841e-09,280,sig_r,p,mu,nc,1,1.3,-0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,1.4,0.1,0.5,0.085,0.3294,0.0107,0.0068,2.5,0.983846769340726,0.328982958908114,3.24833029751063
268,0.1796,19.99,0.218,1.015e-09,280,sig_r,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,1.8,0.1,0.5,0.075,0.3349,0.007,0.0072,2.5,0.97035402823257,0.334207047442523,2.09017617199164
269,0.1793,26.74,0.291,5.414e-10,280,sig_r,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,2.1,0.2,0.6,0.066,0.3392,0.0065,0.008,2.5,0.943426167250671,0.338011510161776,1.91627358490566
270,0.18,35.13,0.378,3.04e-10,280,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,2.4,0.5,0.8,0.06,0.3548,0.0083,0.0096,2.5,0.896668404872978,0.352724227074072,2.33934611048478
271,0.1807,45.79,0.488,1.711e-10,280,sig_r,p,mu,nc,1,0.6,0.1,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.1,2.7,0.9,1.0,0.055,0.3708,0.0156,0.0114,2.5,0.810898888485342,0.36714346908647,4.20711974110032
272,0.2245,15.14,0.133,1.44e-09,280,sig_r,p,mu,nc,1,1.3,-0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,1.4,0.0,0.5,0.074,0.321,0.0114,0.0067,2.5,0.98979206548288,0.320774037022604,3.55140186915888
273,0.2245,19.97,0.175,7.584e-10,280,sig_r,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,1.7,0.1,0.5,0.064,0.3042,0.0069,0.0064,2.5,0.981627442490468,0.303863609834121,2.26824457593688
274,0.2244,26.77,0.233,4.171e-10,280,sig_r,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.2,2.0,0.2,0.5,0.056,0.3154,0.0064,0.0071,2.5,0.965607907363563,0.314824515408963,2.0291693088142
275,0.2242,35.28,0.306,2.179e-10,280,sig_r,p,mu,nc,1,0.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,2.3,0.3,0.6,0.05,0.3038,0.0071,0.0076,2.5,0.936508215008058,0.302881155463674,2.33706385780118
276,0.225,46.62,0.401,1.199e-10,280,sig_r,p,mu,nc,1,0.7,0.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.1,2.5,0.6,0.8,0.045,0.3167,0.0121,0.009,2.5,0.881248000742469,0.315079930071053,3.82065045784654
277,0.2654,16.07,0.119,1.065e-09,280,sig_r,p,mu,nc,1,1.1,-0.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.3,1.5,0.0,0.1,0.065,0.3154,0.0288,0.0059,2.5,0.991912250297914,0.315244157723243,9.13126188966392
278,0.2744,19.99,0.143,5.872e-10,280,sig_r,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.2,1.7,0.1,0.5,0.056,0.284,0.0079,0.0058,2.5,0.988063959910641,0.283820082964751,2.78169014084507
279,0.2742,26.76,0.191,2.936e-10,280,sig_r,p,mu,nc,1,0.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.9,0.1,0.5,0.049,0.2644,0.0065,0.0056,2.5,0.977746176220617,0.264124982542009,2.45839636913767
280,0.2749,35.44,0.251,1.683e-10,280,sig_r,p,mu,nc,1,0.7,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,2.1,0.2,0.5,0.043,0.28,0.0074,0.0064,2.5,0.959356941695921,0.2795306104331,2.64285714285714
281,0.2745,47.03,0.333,8.836e-11,280,sig_r,p,mu,nc,1,0.6,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,2.3,0.4,0.6,0.038,0.2769,0.0113,0.0068,2.5,0.922855157789811,0.27611764270069,4.08089563019141
282,0.2772,59.81,0.413,3.442e-11,280,sig_r,p,mu,nc,1,0.6,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,2.4,0.7,1.3,0.035,0.1879,0.0288,0.0054,2.5,0.872611006778763,0.187090287765447,15.3273017562533
283,0.3293,20.74,0.124,3.965e-10,280,sig_r,p,mu,nc,1,0.3,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,1.8,0.0,0.4,0.05,0.2465,0.0085,0.0048,2.5,0.991151079133178,0.246396000597509,3.44827586206897
284,0.3447,26.74,0.153,1.998e-10,280,sig_r,p,mu,nc,1,0.3,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,2.0,0.1,0.5,0.042,0.2216,0.0049,0.0047,2.5,0.986172360036482,0.221476348473312,2.21119133574007
285,0.3453,35.49,0.201,1.073e-10,280,sig_r,p,mu,nc,1,0.3,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,2.3,0.1,0.5,0.037,0.2187,0.0051,0.0055,2.5,0.975068352887825,0.21850530782263,2.33196159122085
286,0.3461,46.63,0.262,6.04e-11,280,sig_r,p,mu,nc,1,0.4,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,2.6,0.2,0.5,0.032,0.2242,0.0066,0.0062,2.5,0.955183561608691,0.223888262702134,2.94380017841213
287,0.3501,61.21,0.337,3.396e-11,280,sig_r,p,mu,nc,1,0.4,0.5,0.0,0.0,0.0,-2.4,0.0,0.0,0.0,0.5,2.8,0.4,1.2,0.029,0.234,0.0193,0.0074,2.5,0.920588217843926,0.233476067065579,8.24786324786325
288,0.4331,27.7,0.125,1.111e-10,280,sig_r,p,mu,nc,1,-2.4,3.5,0.0,0.0,0.0,-1.7,0.0,0.0,0.0,3.5,1.8,0.0,0.5,0.037,0.1653,0.0057,0.0076,2.5,0.990951239482268,0.165246562501674,3.44827586206897
289,0.4652,35.55,0.15,4.99e-11,280,sig_r,p,mu,nc,1,-1.7,2.9,0.0,0.0,0.0,-1.2,0.0,0.0,0.0,2.9,3.0,0.1,0.5,0.031,0.1347,0.0035,0.006,2.5,0.986676096919366,0.13464596189971,2.59836674090572
290,0.4701,46.57,0.194,2.514e-11,280,sig_r,p,mu,nc,1,-1.2,2.4,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,2.4,3.9,0.1,0.4,0.027,0.122,0.004,0.0058,2.5,0.976829359105533,0.121925601925725,3.27868852459016
291,0.479,62.34,0.254,1.315e-11,280,sig_r,p,mu,nc,1,-0.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,4.6,0.3,1.1,0.023,0.1227,0.0099,0.0064,2.5,0.958050880892995,0.12258417564298,8.06845965770171
